,number,forename,surname,dob,nationality,points,wins,avgMillisecondsLap,pitStop,lapOfPitStop,timeOfPitStop,MillisecondsOfPitStop,startingPos,finalPos,totalLaps,timeToFinish,millisecondsToFinish,fastestLap,fastestLapRank,fastestLapTime,fastestLapSpeed,year,raceNumber,name,date,time,status,location,country,lat,lng,alt
9118,18,Lance,Stroll,1998-10-29,Canadian,6.0,0,97978.53846153847,1,39,16:16:51,30849,17,13,52,\N,\N,44,9,1:34.924,221.558,2019,8,French Grand Prix,2019-06-23,13:10:00,+1 Lap,Le Castellet,France,43.2506,5.79167,432
9119,99,Antonio,Giovinazzi,1993-12-14,Italian,0.0,0,98590.78846153847,1,7,15:25:01,30842,10,16,52,\N,\N,50,13,1:35.115,221.113,2019,8,French Grand Prix,2019-06-23,13:10:00,+1 Lap,Le Castellet,France,43.2506,5.79167,432
9120,99,Antonio,Giovinazzi,1993-12-14,Italian,0.0,0,98590.78846153847,2,34,16:09:23,31697,10,16,52,\N,\N,50,13,1:35.115,221.113,2019,8,French Grand Prix,2019-06-23,13:10:00,+1 Lap,Le Castellet,France,43.2506,5.79167,432
9121,4,Lando,Norris,1999-11-13,British,14.0,0,97734.46153846153,1,18,15:42:44,30576,5,9,52,\N,\N,45,7,1:34.754,221.955,2019,8,French Grand Prix,2019-06-23,13:10:00,+1 Lap,Le Castellet,France,43.2506,5.79167,432
9122,23,Alexander,Albon,1996-03-23,Thai,7.0,0,98259.73076923077,1,25,15:54:23,30279,11,15,52,\N,\N,51,12,1:35.029,221.313,2019,8,French Grand Prix,2019-06-23,13:10:00,+1 Lap,Le Castellet,France,43.2506,5.79167,432
9123,7,Kimi,Räikkönen,1979-10-17,Finnish,1.0,0,101316.42307692308,1,33,15:59:18,31327,17,17,52,\N,\N,46,10,1:37.992,214.621,2021,7,French Grand Prix,2021-06-20,13:00:00,+1 Lap,Le Castellet,France,43.2506,5.79167,432
9124,31,Esteban,Ocon,1996-09-17,French,12.0,0,101132.44230769231,1,28,15:50:47,30207,11,14,52,\N,\N,33,15,1:38.645,213.200,2021,7,French Grand Prix,2021-06-20,13:00:00,+1 Lap,Le Castellet,France,43.2506,5.79167,432
9125,99,Antonio,Giovinazzi,1993-12-14,Italian,1.0,0,101218.57692307692,1,28,15:50:48,30586,13,15,52,\N,\N,36,16,1:38.702,213.077,2021,7,French Grand Prix,2021-06-20,13:00:00,+1 Lap,Le Castellet,France,43.2506,5.79167,432
9126,16,Charles,Leclerc,1997-10-16,Monegasque,52.0,0,101281.61538461539,1,14,15:26:59,30798,7,16,52,\N,\N,43,8,1:37.681,215.304,2021,7,French Grand Prix,2021-06-20,13:00:00,+1 Lap,Le Castellet,France,43.2506,5.79167,432
9127,16,Charles,Leclerc,1997-10-16,Monegasque,52.0,0,101281.61538461539,2,38,16:07:29,31368,7,16,52,\N,\N,43,8,1:37.681,215.304,2021,7,French Grand Prix,2021-06-20,13:00:00,+1 Lap,Le Castellet,France,43.2506,5.79167,432
9128,63,George,Russell,1998-02-15,British,0.0,0,101034.98076923077,1,17,15:32:17,30092,14,12,52,\N,\N,52,13,1:38.314,213.918,2021,7,French Grand Prix,2021-06-20,13:00:00,+1 Lap,Le Castellet,France,43.2506,5.79167,432
9129,6,Nicholas,Latifi,1995-06-29,Canadian,0.0,0,101331.17307692308,1,18,15:34:01,29775,16,18,52,\N,\N,50,12,1:38.313,213.920,2021,7,French Grand Prix,2021-06-20,13:00:00,+1 Lap,Le Castellet,France,43.2506,5.79167,432
9130,22,Yuki,Tsunoda,2000-05-11,Japanese,8.0,0,101118.09615384616,1,15,15:28:52,30226,0,13,52,\N,\N,18,19,1:38.980,212.479,2021,7,French Grand Prix,2021-06-20,13:00:00,+1 Lap,Le Castellet,France,43.2506,5.79167,432
9131,9,Nikita,Mazepin,1999-03-02,Russian,0.0,0,102192.34615384616,1,31,15:56:17,30983,18,20,52,\N,\N,34,20,1:39.317,211.758,2021,7,French Grand Prix,2021-06-20,13:00:00,+1 Lap,Le Castellet,France,43.2506,5.79167,432
9132,47,Mick,Schumacher,1999-03-22,German,0.0,0,101921.28846153847,1,15,15:29:09,31457,15,19,52,\N,\N,51,17,1:38.847,212.765,2021,7,French Grand Prix,2021-06-20,13:00:00,+1 Lap,Le Castellet,France,43.2506,5.79167,432
9133,88,Robert,Kubica,1984-12-07,Polish,0.0,0,100090.43137254902,1,24,15:53:31,29792,18,18,51,\N,\N,50,20,1:36.608,217.696,2019,8,French Grand Prix,2019-06-23,13:10:00,+2 Laps,Le Castellet,France,43.2506,5.79167,432
9134,63,George,Russell,1998-02-15,British,0.0,0,100268.3137254902,1,25,15:55:03,31950,20,19,51,\N,\N,51,19,1:35.830,219.463,2019,8,French Grand Prix,2019-06-23,13:10:00,+2 Laps,Le Castellet,France,43.2506,5.79167,432
9135,63,George,Russell,1998-02-15,British,0.0,0,100268.3137254902,2,33,16:08:33,37494,20,19,51,\N,\N,51,19,1:35.830,219.463,2019,8,French Grand Prix,2019-06-23,13:10:00,+2 Laps,Le Castellet,France,43.2506,5.79167,432
9136,14,Fernando,Alonso,1981-07-29,Spanish,32.0,0,105281.78,1,1,16:15:56,25789,16,16,50,\N,\N,48,6,1:35.133,221.071,2018,8,French Grand Prix,2018-06-24,14:10:00,Wheel,Le Castellet,France,43.2506,5.79167,432
9137,14,Fernando,Alonso,1981-07-29,Spanish,32.0,0,105281.78,2,46,17:33:42,24788,16,16,50,\N,\N,48,6,1:35.133,221.071,2018,8,French Grand Prix,2018-06-24,14:10:00,Wheel,Le Castellet,France,43.2506,5.79167,432
9138,8,Romain,Grosjean,1986-04-17,French,2.0,0,98745.61363636363,1,31,16:04:18,30837,16,20,44,\N,\N,42,17,1:35.691,219.782,2019,8,French Grand Prix,2019-06-23,13:10:00,Retired,Le Castellet,France,43.2506,5.79167,432
9139,18,Lance,Stroll,1998-10-29,Canadian,4.0,0,104788.45833333333,1,1,16:15:46,26576,19,17,48,\N,\N,35,18,1:38.319,213.907,2018,8,French Grand Prix,2018-06-24,14:10:00,Puncture,Le Castellet,France,43.2506,5.79167,432
9140,20,Kevin,Magnussen,1992-10-05,Danish,22.0,0,103978.86486486487,1,8,15:17:07,36779,20,18,37,\N,\N,11,17,1:39.265,211.869,2022,12,French Grand Prix,2022-07-24,13:00:00,Collision damage,Le Castellet,France,43.2506,5.79167,432
9141,20,Kevin,Magnussen,1992-10-05,Danish,22.0,0,103978.86486486487,2,18,15:34:37,36403,20,18,37,\N,\N,11,17,1:39.265,211.869,2022,12,French Grand Prix,2022-07-24,13:00:00,Collision damage,Le Castellet,France,43.2506,5.79167,432
9142,6,Nicholas,Latifi,1995-06-29,Canadian,0.0,0,104884.45,1,19,15:36:38,37497,18,17,40,\N,\N,40,19,1:39.650,211.050,2022,12,French Grand Prix,2022-07-24,13:00:00,Collision damage,Le Castellet,France,43.2506,5.79167,432
9143,6,Nicholas,Latifi,1995-06-29,Canadian,0.0,0,104884.45,2,38,16:09:37,36942,18,17,40,\N,\N,40,19,1:39.650,211.050,2022,12,French Grand Prix,2022-07-24,13:00:00,Collision damage,Le Castellet,France,43.2506,5.79167,432
9144,24,Guanyu,Zhou,1999-05-30,Chinese,5.0,0,104490.74468085106,1,9,15:18:55,36444,16,16,47,\N,\N,25,18,1:39.368,211.649,2022,12,French Grand Prix,2022-07-24,13:00:00,+6 Laps,Le Castellet,France,43.2506,5.79167,432
9145,24,Guanyu,Zhou,1999-05-30,Chinese,5.0,0,104490.74468085106,2,22,15:42:44,50790,16,16,47,\N,\N,25,18,1:39.368,211.649,2022,12,French Grand Prix,2022-07-24,13:00:00,+6 Laps,Le Castellet,France,43.2506,5.79167,432
9146,22,Yuki,Tsunoda,2000-05-11,Japanese,11.0,0,104395.70588235294,1,11,15:22:23,37648,8,20,17,\N,\N,4,20,1:40.216,209.858,2022,12,French Grand Prix,2022-07-24,13:00:00,Undertray,Le Castellet,France,43.2506,5.79167,432
9147,44,Lewis,Hamilton,1985-01-07,British,190.0,6,141950.16949152542,2,8,15:31:13,1436696,1,1,59,2:19:35.060,8375060,58,1,1:18.833,239.518,2020,9,Tuscan Grand Prix,2020-09-13,13:10:00,Finished,Mugello,Italy,43.9975,11.3719,255
9148,44,Lewis,Hamilton,1985-01-07,British,190.0,6,141950.16949152542,1,7,15:28:37,17536,1,1,59,2:19:35.060,8375060,58,1,1:18.833,239.518,2020,9,Tuscan Grand Prix,2020-09-13,13:10:00,Finished,Mugello,Italy,43.9975,11.3719,255
9149,44,Lewis,Hamilton,1985-01-07,British,190.0,6,141950.16949152542,3,32,16:30:24,22445,1,1,59,2:19:35.060,8375060,58,1,1:18.833,239.518,2020,9,Tuscan Grand Prix,2020-09-13,13:10:00,Finished,Mugello,Italy,43.9975,11.3719,255
9150,44,Lewis,Hamilton,1985-01-07,British,190.0,6,141950.16949152542,4,44,16:47:42,22800,1,1,59,2:19:35.060,8375060,58,1,1:18.833,239.518,2020,9,Tuscan Grand Prix,2020-09-13,13:10:00,Finished,Mugello,Italy,43.9975,11.3719,255
9151,44,Lewis,Hamilton,1985-01-07,British,190.0,6,141950.16949152542,5,45,16:50:26,1300911,1,1,59,2:19:35.060,8375060,58,1,1:18.833,239.518,2020,9,Tuscan Grand Prix,2020-09-13,13:10:00,Finished,Mugello,Italy,43.9975,11.3719,255
9152,7,Kimi,Räikkönen,1979-10-17,Finnish,2.0,0,142370.0,3,8,15:31:30,1450186,13,9,59,+29.770,8404830,59,6,1:21.164,232.640,2020,9,Tuscan Grand Prix,2020-09-13,13:10:00,Finished,Mugello,Italy,43.9975,11.3719,255
9153,7,Kimi,Räikkönen,1979-10-17,Finnish,2.0,0,142370.0,2,7,15:28:51,17594,13,9,59,+29.770,8404830,59,6,1:21.164,232.640,2020,9,Tuscan Grand Prix,2020-09-13,13:10:00,Finished,Mugello,Italy,43.9975,11.3719,255
9154,7,Kimi,Räikkönen,1979-10-17,Finnish,2.0,0,142370.0,1,1,15:15:33,30623,13,9,59,+29.770,8404830,59,6,1:21.164,232.640,2020,9,Tuscan Grand Prix,2020-09-13,13:10:00,Finished,Mugello,Italy,43.9975,11.3719,255
9155,7,Kimi,Räikkönen,1979-10-17,Finnish,2.0,0,142370.0,4,27,16:24:17,33281,13,9,59,+29.770,8404830,59,6,1:21.164,232.640,2020,9,Tuscan Grand Prix,2020-09-13,13:10:00,Finished,Mugello,Italy,43.9975,11.3719,255
9156,7,Kimi,Räikkönen,1979-10-17,Finnish,2.0,0,142370.0,5,42,16:45:58,28960,13,9,59,+29.770,8404830,59,6,1:21.164,232.640,2020,9,Tuscan Grand Prix,2020-09-13,13:10:00,Finished,Mugello,Italy,43.9975,11.3719,255
9157,7,Kimi,Räikkönen,1979-10-17,Finnish,2.0,0,142370.0,6,44,16:50:29,1180725,13,9,59,+29.770,8404830,59,6,1:21.164,232.640,2020,9,Tuscan Grand Prix,2020-09-13,13:10:00,Finished,Mugello,Italy,43.9975,11.3719,255
9158,5,Sebastian,Vettel,1987-07-03,German,17.0,0,142458.35593220338,2,7,15:28:52,17516,14,10,59,+29.983,8405043,59,8,1:21.202,232.531,2020,9,Tuscan Grand Prix,2020-09-13,13:10:00,Finished,Mugello,Italy,43.9975,11.3719,255
9159,5,Sebastian,Vettel,1987-07-03,German,17.0,0,142458.35593220338,1,1,15:15:41,33583,14,10,59,+29.983,8405043,59,8,1:21.202,232.531,2020,9,Tuscan Grand Prix,2020-09-13,13:10:00,Finished,Mugello,Italy,43.9975,11.3719,255
9160,5,Sebastian,Vettel,1987-07-03,German,17.0,0,142458.35593220338,3,8,15:31:32,1449513,14,10,59,+29.983,8405043,59,8,1:21.202,232.531,2020,9,Tuscan Grand Prix,2020-09-13,13:10:00,Finished,Mugello,Italy,43.9975,11.3719,255
9161,5,Sebastian,Vettel,1987-07-03,German,17.0,0,142458.35593220338,4,28,16:25:43,22995,14,10,59,+29.983,8405043,59,8,1:21.202,232.531,2020,9,Tuscan Grand Prix,2020-09-13,13:10:00,Finished,Mugello,Italy,43.9975,11.3719,255
9162,5,Sebastian,Vettel,1987-07-03,German,17.0,0,142458.35593220338,5,43,16:47:29,22489,14,10,59,+29.983,8405043,59,8,1:21.202,232.531,2020,9,Tuscan Grand Prix,2020-09-13,13:10:00,Finished,Mugello,Italy,43.9975,11.3719,255
9163,5,Sebastian,Vettel,1987-07-03,German,17.0,0,142458.35593220338,6,45,16:51:32,1266590,14,10,59,+29.983,8405043,59,8,1:21.202,232.531,2020,9,Tuscan Grand Prix,2020-09-13,13:10:00,Finished,Mugello,Italy,43.9975,11.3719,255
9164,8,Romain,Grosjean,1986-04-17,French,0.0,0,142662.64406779662,1,7,15:28:53,24781,15,12,59,+42.036,8417096,59,13,1:22.263,229.532,2020,9,Tuscan Grand Prix,2020-09-13,13:10:00,Finished,Mugello,Italy,43.9975,11.3719,255
9165,8,Romain,Grosjean,1986-04-17,French,0.0,0,142662.64406779662,2,8,15:31:34,1450651,15,12,59,+42.036,8417096,59,13,1:22.263,229.532,2020,9,Tuscan Grand Prix,2020-09-13,13:10:00,Finished,Mugello,Italy,43.9975,11.3719,255
9166,8,Romain,Grosjean,1986-04-17,French,0.0,0,142662.64406779662,3,28,16:25:52,23720,15,12,59,+42.036,8417096,59,13,1:22.263,229.532,2020,9,Tuscan Grand Prix,2020-09-13,13:10:00,Finished,Mugello,Italy,43.9975,11.3719,255
9167,8,Romain,Grosjean,1986-04-17,French,0.0,0,142662.64406779662,4,42,16:46:13,24002,15,12,59,+42.036,8417096,59,13,1:22.263,229.532,2020,9,Tuscan Grand Prix,2020-09-13,13:10:00,Finished,Mugello,Italy,43.9975,11.3719,255
9168,8,Romain,Grosjean,1986-04-17,French,0.0,0,142662.64406779662,5,44,16:50:31,1181863,15,12,59,+42.036,8417096,59,13,1:22.263,229.532,2020,9,Tuscan Grand Prix,2020-09-13,13:10:00,Finished,Mugello,Italy,43.9975,11.3719,255
9169,11,Sergio,Pérez,1990-01-26,Mexican,44.0,0,142215.42372881356,1,7,15:28:44,17531,7,5,59,+15.650,8390710,59,5,1:20.632,234.175,2020,9,Tuscan Grand Prix,2020-09-13,13:10:00,Finished,Mugello,Italy,43.9975,11.3719,255
9170,11,Sergio,Pérez,1990-01-26,Mexican,44.0,0,142215.42372881356,2,8,15:31:21,1441547,7,5,59,+15.650,8390710,59,5,1:20.632,234.175,2020,9,Tuscan Grand Prix,2020-09-13,13:10:00,Finished,Mugello,Italy,43.9975,11.3719,255
9171,11,Sergio,Pérez,1990-01-26,Mexican,44.0,0,142215.42372881356,3,28,16:25:26,23088,7,5,59,+15.650,8390710,59,5,1:20.632,234.175,2020,9,Tuscan Grand Prix,2020-09-13,13:10:00,Finished,Mugello,Italy,43.9975,11.3719,255
9172,11,Sergio,Pérez,1990-01-26,Mexican,44.0,0,142215.42372881356,4,43,16:46:45,23002,7,5,59,+15.650,8390710,59,5,1:20.632,234.175,2020,9,Tuscan Grand Prix,2020-09-13,13:10:00,Finished,Mugello,Italy,43.9975,11.3719,255
9173,11,Sergio,Pérez,1990-01-26,Mexican,44.0,0,142215.42372881356,5,45,16:50:40,1299712,7,5,59,+15.650,8390710,59,5,1:20.632,234.175,2020,9,Tuscan Grand Prix,2020-09-13,13:10:00,Finished,Mugello,Italy,43.9975,11.3719,255
9174,3,Daniel,Ricciardo,1989-07-01,Australian,53.0,0,142126.7288135593,1,7,15:28:42,17464,8,4,59,+10.417,8385477,57,4,1:20.426,234.774,2020,9,Tuscan Grand Prix,2020-09-13,13:10:00,Finished,Mugello,Italy,43.9975,11.3719,255
9175,3,Daniel,Ricciardo,1989-07-01,Australian,53.0,0,142126.7288135593,2,8,15:31:19,1441000,8,4,59,+10.417,8385477,57,4,1:20.426,234.774,2020,9,Tuscan Grand Prix,2020-09-13,13:10:00,Finished,Mugello,Italy,43.9975,11.3719,255
9176,3,Daniel,Ricciardo,1989-07-01,Australian,53.0,0,142126.7288135593,3,27,16:23:46,22777,8,4,59,+10.417,8385477,57,4,1:20.426,234.774,2020,9,Tuscan Grand Prix,2020-09-13,13:10:00,Finished,Mugello,Italy,43.9975,11.3719,255
9177,3,Daniel,Ricciardo,1989-07-01,Australian,53.0,0,142126.7288135593,4,43,16:46:24,22963,8,4,59,+10.417,8385477,57,4,1:20.426,234.774,2020,9,Tuscan Grand Prix,2020-09-13,13:10:00,Finished,Mugello,Italy,43.9975,11.3719,255
9178,3,Daniel,Ricciardo,1989-07-01,Australian,53.0,0,142126.7288135593,5,45,16:50:33,1299801,8,4,59,+10.417,8385477,57,4,1:20.426,234.774,2020,9,Tuscan Grand Prix,2020-09-13,13:10:00,Finished,Mugello,Italy,43.9975,11.3719,255
9179,77,Valtteri,Bottas,1989-08-28,Finnish,135.0,1,142032.88135593222,2,8,15:31:11,1436402,2,2,59,+4.880,8379940,53,2,1:19.432,237.712,2020,9,Tuscan Grand Prix,2020-09-13,13:10:00,Finished,Mugello,Italy,43.9975,11.3719,255
9180,77,Valtteri,Bottas,1989-08-28,Finnish,135.0,1,142032.88135593222,1,7,15:28:34,17560,2,2,59,+4.880,8379940,53,2,1:19.432,237.712,2020,9,Tuscan Grand Prix,2020-09-13,13:10:00,Finished,Mugello,Italy,43.9975,11.3719,255
9181,77,Valtteri,Bottas,1989-08-28,Finnish,135.0,1,142032.88135593222,3,31,16:29:09,23111,2,2,59,+4.880,8379940,53,2,1:19.432,237.712,2020,9,Tuscan Grand Prix,2020-09-13,13:10:00,Finished,Mugello,Italy,43.9975,11.3719,255
9182,77,Valtteri,Bottas,1989-08-28,Finnish,135.0,1,142032.88135593222,4,43,16:46:01,23199,2,2,59,+4.880,8379940,53,2,1:19.432,237.712,2020,9,Tuscan Grand Prix,2020-09-13,13:10:00,Finished,Mugello,Italy,43.9975,11.3719,255
9183,77,Valtteri,Bottas,1989-08-28,Finnish,135.0,1,142032.88135593222,5,45,16:50:27,1302010,2,2,59,+4.880,8379940,53,2,1:19.432,237.712,2020,9,Tuscan Grand Prix,2020-09-13,13:10:00,Finished,Mugello,Italy,43.9975,11.3719,255
9184,26,Daniil,Kvyat,1994-04-26,Russian,10.0,0,142318.91525423728,2,8,15:31:24,1445955,12,7,59,+21.756,8396816,51,10,1:21.458,231.800,2020,9,Tuscan Grand Prix,2020-09-13,13:10:00,Finished,Mugello,Italy,43.9975,11.3719,255
9185,26,Daniil,Kvyat,1994-04-26,Russian,10.0,0,142318.91525423728,1,7,15:28:47,17522,12,7,59,+21.756,8396816,51,10,1:21.458,231.800,2020,9,Tuscan Grand Prix,2020-09-13,13:10:00,Finished,Mugello,Italy,43.9975,11.3719,255
9186,26,Daniil,Kvyat,1994-04-26,Russian,10.0,0,142318.91525423728,3,29,16:26:55,23113,12,7,59,+21.756,8396816,51,10,1:21.458,231.800,2020,9,Tuscan Grand Prix,2020-09-13,13:10:00,Finished,Mugello,Italy,43.9975,11.3719,255
9187,26,Daniil,Kvyat,1994-04-26,Russian,10.0,0,142318.91525423728,4,43,16:47:06,22745,12,7,59,+21.756,8396816,51,10,1:21.458,231.800,2020,9,Tuscan Grand Prix,2020-09-13,13:10:00,Finished,Mugello,Italy,43.9975,11.3719,255
9188,26,Daniil,Kvyat,1994-04-26,Russian,10.0,0,142318.91525423728,5,45,16:50:58,1290227,12,7,59,+21.756,8396816,51,10,1:21.458,231.800,2020,9,Tuscan Grand Prix,2020-09-13,13:10:00,Finished,Mugello,Italy,43.9975,11.3719,255
9189,16,Charles,Leclerc,1997-10-16,Monegasque,49.0,0,142430.59322033898,2,8,15:31:15,1436871,5,8,59,+28.345,8403405,50,9,1:21.229,232.453,2020,9,Tuscan Grand Prix,2020-09-13,13:10:00,Finished,Mugello,Italy,43.9975,11.3719,255
9190,16,Charles,Leclerc,1997-10-16,Monegasque,49.0,0,142430.59322033898,1,7,15:28:38,17516,5,8,59,+28.345,8403405,50,9,1:21.229,232.453,2020,9,Tuscan Grand Prix,2020-09-13,13:10:00,Finished,Mugello,Italy,43.9975,11.3719,255
9191,16,Charles,Leclerc,1997-10-16,Monegasque,49.0,0,142430.59322033898,3,21,16:15:31,23469,5,8,59,+28.345,8403405,50,9,1:21.229,232.453,2020,9,Tuscan Grand Prix,2020-09-13,13:10:00,Finished,Mugello,Italy,43.9975,11.3719,255
9192,16,Charles,Leclerc,1997-10-16,Monegasque,49.0,0,142430.59322033898,4,37,16:38:26,23367,5,8,59,+28.345,8403405,50,9,1:21.229,232.453,2020,9,Tuscan Grand Prix,2020-09-13,13:10:00,Finished,Mugello,Italy,43.9975,11.3719,255
9193,16,Charles,Leclerc,1997-10-16,Monegasque,49.0,0,142430.59322033898,5,45,16:51:08,1285145,5,8,59,+28.345,8403405,50,9,1:21.229,232.453,2020,9,Tuscan Grand Prix,2020-09-13,13:10:00,Finished,Mugello,Italy,43.9975,11.3719,255
9194,4,Lando,Norris,1999-11-13,British,65.0,0,142270.22033898305,1,7,15:28:45,17845,11,6,59,+18.883,8393943,59,7,1:21.198,232.542,2020,9,Tuscan Grand Prix,2020-09-13,13:10:00,Finished,Mugello,Italy,43.9975,11.3719,255
9195,4,Lando,Norris,1999-11-13,British,65.0,0,142270.22033898305,2,8,15:31:22,1445614,11,6,59,+18.883,8393943,59,7,1:21.198,232.542,2020,9,Tuscan Grand Prix,2020-09-13,13:10:00,Finished,Mugello,Italy,43.9975,11.3719,255
9196,4,Lando,Norris,1999-11-13,British,65.0,0,142270.22033898305,3,29,16:26:50,24137,11,6,59,+18.883,8393943,59,7,1:21.198,232.542,2020,9,Tuscan Grand Prix,2020-09-13,13:10:00,Finished,Mugello,Italy,43.9975,11.3719,255
9197,4,Lando,Norris,1999-11-13,British,65.0,0,142270.22033898305,4,43,16:46:51,24820,11,6,59,+18.883,8393943,59,7,1:21.198,232.542,2020,9,Tuscan Grand Prix,2020-09-13,13:10:00,Finished,Mugello,Italy,43.9975,11.3719,255
9198,4,Lando,Norris,1999-11-13,British,65.0,0,142270.22033898305,5,45,16:50:53,1292871,11,6,59,+18.883,8393943,59,7,1:21.198,232.542,2020,9,Tuscan Grand Prix,2020-09-13,13:10:00,Finished,Mugello,Italy,43.9975,11.3719,255
9199,63,George,Russell,1998-02-15,British,0.0,0,142499.38983050847,2,8,15:31:28,1447186,18,11,59,+32.404,8407464,58,11,1:21.645,231.269,2020,9,Tuscan Grand Prix,2020-09-13,13:10:00,Finished,Mugello,Italy,43.9975,11.3719,255
9200,63,George,Russell,1998-02-15,British,0.0,0,142499.38983050847,1,7,15:28:49,18399,18,11,59,+32.404,8407464,58,11,1:21.645,231.269,2020,9,Tuscan Grand Prix,2020-09-13,13:10:00,Finished,Mugello,Italy,43.9975,11.3719,255
9201,63,George,Russell,1998-02-15,British,0.0,0,142499.38983050847,3,29,16:27:04,23638,18,11,59,+32.404,8407464,58,11,1:21.645,231.269,2020,9,Tuscan Grand Prix,2020-09-13,13:10:00,Finished,Mugello,Italy,43.9975,11.3719,255
9202,63,George,Russell,1998-02-15,British,0.0,0,142499.38983050847,4,43,16:47:25,23367,18,11,59,+32.404,8407464,58,11,1:21.645,231.269,2020,9,Tuscan Grand Prix,2020-09-13,13:10:00,Finished,Mugello,Italy,43.9975,11.3719,255
9203,63,George,Russell,1998-02-15,British,0.0,0,142499.38983050847,5,45,16:51:28,1269095,18,11,59,+32.404,8407464,58,11,1:21.645,231.269,2020,9,Tuscan Grand Prix,2020-09-13,13:10:00,Finished,Mugello,Italy,43.9975,11.3719,255
9204,23,Alexander,Albon,1996-03-23,Thai,63.0,0,142086.84745762713,1,7,15:28:39,17591,4,3,59,+8.064,8383124,51,3,1:20.039,235.909,2020,9,Tuscan Grand Prix,2020-09-13,13:10:00,Finished,Mugello,Italy,43.9975,11.3719,255
9205,23,Alexander,Albon,1996-03-23,Thai,63.0,0,142086.84745762713,2,8,15:31:16,1438719,4,3,59,+8.064,8383124,51,3,1:20.039,235.909,2020,9,Tuscan Grand Prix,2020-09-13,13:10:00,Finished,Mugello,Italy,43.9975,11.3719,255
9206,23,Alexander,Albon,1996-03-23,Thai,63.0,0,142086.84745762713,3,32,16:30:50,22387,4,3,59,+8.064,8383124,51,3,1:20.039,235.909,2020,9,Tuscan Grand Prix,2020-09-13,13:10:00,Finished,Mugello,Italy,43.9975,11.3719,255
9207,23,Alexander,Albon,1996-03-23,Thai,63.0,0,142086.84745762713,4,43,16:46:29,22822,4,3,59,+8.064,8383124,51,3,1:20.039,235.909,2020,9,Tuscan Grand Prix,2020-09-13,13:10:00,Finished,Mugello,Italy,43.9975,11.3719,255
9208,23,Alexander,Albon,1996-03-23,Thai,63.0,0,142086.84745762713,5,45,16:50:35,1302435,4,3,59,+8.064,8383124,51,3,1:20.039,235.909,2020,9,Tuscan Grand Prix,2020-09-13,13:10:00,Finished,Mugello,Italy,43.9975,11.3719,255
9209,31,Esteban,Ocon,1996-09-17,French,30.0,0,134154.42857142858,1,7,15:28:49,17455,10,14,7,\N,\N,6,15,2:11.793,143.270,2020,9,Tuscan Grand Prix,2020-09-13,13:10:00,Brakes,Mugello,Italy,43.9975,11.3719,255
9210,18,Lance,Stroll,1998-10-29,Canadian,57.0,0,130779.71428571429,1,7,15:28:41,17625,6,13,42,\N,\N,42,12,1:22.068,230.077,2020,9,Tuscan Grand Prix,2020-09-13,13:10:00,Puncture,Mugello,Italy,43.9975,11.3719,255
9211,18,Lance,Stroll,1998-10-29,Canadian,57.0,0,130779.71428571429,2,8,15:31:17,1439578,6,13,42,\N,\N,42,12,1:22.068,230.077,2020,9,Tuscan Grand Prix,2020-09-13,13:10:00,Puncture,Mugello,Italy,43.9975,11.3719,255
9212,18,Lance,Stroll,1998-10-29,Canadian,57.0,0,130779.71428571429,3,30,16:27:59,22846,6,13,42,\N,\N,42,12,1:22.068,230.077,2020,9,Tuscan Grand Prix,2020-09-13,13:10:00,Puncture,Mugello,Italy,43.9975,11.3719,255
9213,44,Lewis,Hamilton,1985-01-07,British,256.0,8,81770.12121212122,1,40,14:07:56,27162,1,1,66,1:29:56.828,5396828,63,1,1:18.750,212.708,2020,12,Portuguese Grand Prix,2020-10-25,12:10:00,Finished,Portimão,Portugal,37.227,-8.6267,108
9214,77,Valtteri,Bottas,1989-08-28,Finnish,179.0,2,82157.87878787878,1,41,14:09:27,26512,2,2,66,+25.592,5422420,66,2,1:19.345,211.113,2020,12,Portuguese Grand Prix,2020-10-25,12:10:00,Finished,Portimão,Portugal,37.227,-8.6267,108
9215,33,Max,Verstappen,1997-09-30,Dutch,162.0,1,82292.9696969697,1,23,13:45:13,26394,3,3,66,+34.508,5431336,62,4,1:19.854,209.767,2020,12,Portuguese Grand Prix,2020-10-25,12:10:00,Finished,Portimão,Portugal,37.227,-8.6267,108
9216,16,Charles,Leclerc,1997-10-16,Monegasque,75.0,0,82759.69696969698,1,34,14:00:19,26940,4,4,66,+1:05.312,5462140,66,7,1:20.408,208.322,2020,12,Portuguese Grand Prix,2020-10-25,12:10:00,Finished,Portimão,Portugal,37.227,-8.6267,108
9217,44,Lewis,Hamilton,1985-01-07,British,69.0,2,85930.62121212122,1,2,15:06:13,22426,2,1,66,1:34:31.421,5671421,47,4,1:20.933,206.971,2021,3,Portuguese Grand Prix,2021-05-02,14:00:00,Finished,Portimão,Portugal,37.227,-8.6267,108
9218,44,Lewis,Hamilton,1985-01-07,British,69.0,2,85930.62121212122,2,3,15:08:36,22164,2,1,66,1:34:31.421,5671421,47,4,1:20.933,206.971,2021,3,Portuguese Grand Prix,2021-05-02,14:00:00,Finished,Portimão,Portugal,37.227,-8.6267,108
